X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766294.3;6284633.26;0.18;0.33;13;1440;23.9
766294.41;6284630.39;0.21;0.21;15;1680;20.4
766294.45;6284627.8;0.19;0.23;18;1520;20.7
766294.52;6284624.7;0.21;0.22;20;1680;21.7
766294.64;6284621.69;0.2;0.23;20;1600;22.7
766294.65;6284618.68;0.21;0.17;25;1680;22.7
766294.67;6284616.14;0.27;0.18;25;2160;24.4
766294.83;6284612.77;0.18;0.22;17;1440;25.3
766294.91;6284609.97;0.19;0.25;13;1520;21.2
766294.98;6284606.64;0.18;0.26;24;1440;20
766295.03;6284603.82;0.19;0.09;29;1520;24.3
766295.15;6284601.13;0.23;0.12;25;1840;25.3
766295.27;6284598.02;0.17;0.26;20;1360;24.3
766295.29;6284595.19;0.23;0.21;30;1840;22.5
766295.34;6284592.07;0.22;0.19;20;1760;27.4
766295.38;6284589.29;0.18;0.2;22;1440;22.6
766295.46;6284586.29;0.2;0.17;22;1600;23
766295.55;6284583.06;0.16;0.25;16;1280;23
766295.64;6284580.26;0.19;0.14;20;1520;20.8
766295.63;6284577.65;0.16;0.49;13;1280;21.9
766295.73;6284574.02;0.2;0.21;18;1600;21.4
766295.75;6284571.29;0.16;0.15;22;1280;21.7
766295.78;6284568.72;0.19;0.29;13;1520;22.4
766295.92;6284565.61;0.19;0.27;17;1520;20.3
766295.99;6284562.47;0.16;0.17;29;1280;21.6
766296.05;6284559.44;0.19;0.18;24;1520;25.6
766296.12;6284556.33;0.21;0.16;25;1680;23.8
766296.18;6284553.56;0.17;0.17;27;1360;24.3
766296.29;6284550.32;0.2;0.13;29;1600;24.8
766296.33;6284547.55;0.13;0.19;26;1040;25.8
766296.39;6284544.6;0.18;0.17;22;1440;24
766296.44;6284541.56;0.2;0.13;24;1600;22.8
766296.5;6284538.57;0.2;0.17;24;1600;23.5
766296.66;6284535.68;0.2;0.17;26;1600;23.9
766296.74;6284532.75;0.15;0.22;33;1200;24.7
