X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer;Pourcentage du taux de recuperation
766733.45;6284801.18;0.57;0.19;-4;4560;20.7;99.2
766735.97;6284799.88;0.46;0.05;47;3680;42.3;58.4
766740.11;6284797.59;0.49;0.02;28;3920;30.2;73.6
766742;6284796.6;0.44;0.25;23;3520;29;77.6
766745.12;6284794.93;0.49;0.45;26;3920;33.7;75.2
766746.16;6284794.3;0.24;0.21;19;1920;23.9;80.8
766749.75;6284792.6;0.45;0.18;44;3600;41.7;60.8
766753.53;6284790.51;0.49;0.09;39;3920;37.7;64.8
766754.98;6284789.76;0.4;0.25;29;3200;31.7;72.8
766758.05;6284788.04;0.53;0.24;28;4240;33.3;73.6
766760.27;6284786.8;0.38;0.22;33;3040;33.3;69.6
766762.87;6284785.27;0.52;0.33;32;4160;36.7;70.4
766765.64;6284783.97;0.53;0.2;16;4240;26.4;83.2
766769.95;6284781.68;0.34;0.19;32;2720;31.7;70.4
766771.39;6284780.94;0.6;0.29;9;4800;25.9;88.8
766773.82;6284779.69;0.44;0.23;29;3520;32.2;72.8
766775.73;6284778.61;0.56;0.16;14;4480;25.6;84.8
766780.08;6284776.32;0.48;0.15;29;3840;32;72.8
766782.57;6284775.01;0.43;0.13;32;3440;32.6;70.4
766784.67;6284773.94;0.51;0.2;29;4080;33.1;72.8
766785.83;6284773.27;0.18;0.23;22;1440;24.6;78.4
766789.33;6284771.45;0.51;0.23;22;4080;29.4;78.4
766792.58;6284769.81;0.51;0.46;31;4080;37.5;71.2
766795.25;6284768.42;0.43;0.18;47;3440;43.5;58.4
766797.5;6284767.29;0.51;0.18;40;4080;40.1;64
766800.28;6284765.72;0.32;0.75;28;2560;35.3;73.6
766802.61;6284764.55;0.54;0.31;22;4320;30.8;78.4
766805.67;6284762.98;0.53;0.26;30;4240;34.7;72
766808.12;6284761.67;0.32;0.68;-4;2560;20.6;99.2
766811.23;6284759.98;0.51;0.2;48;4080;46.6;57.6
766813.42;6284758.84;0.39;0.17;34;3120;33.5;68.8
766816.24;6284757.45;0.45;0.29;46;3600;44.9;59.2
766817.85;6284756.59;0.25;0.12;47;2000;38.6;58.4
766806.86;6284756.48;0.64;0.88;11;5120;36.6;87.2
766804.84;6284757.61;0.51;0.37;35;4080;39.1;68
766801.16;6284759.54;0.38;0.43;19;3040;27.8;80.8
766799.05;6284760.67;0.51;0.22;28;4080;32.7;73.6
766797.01;6284761.78;0.42;0.83;21;3360;33.8;79.2
766793.75;6284763.5;0.43;0.16;43;3440;40.2;61.6
766790.88;6284765.02;0.49;0.2;27;3920;31.5;74.4
766788.03;6284766.5;0.45;0.14;32;3600;33.1;70.4
766785.48;6284767.82;0.57;0.09;13;4560;24.6;85.6
766783.28;6284769.04;0.47;0.16;42;3760;40.4;62.4
766780.38;6284770.52;0.43;0.11;27;3440;29.6;74.4
766777.46;6284772.12;0.5;0.18;33;4000;35.1;69.6
766774.88;6284773.4;0.5;0.23;25;4000;30.9;76
766772.56;6284774.62;0.47;0.09;29;3760;31.2;72.8
766768.71;6284776.64;0.45;0.08;41;3600;38.1;63.2
766767.76;6284777.21;0.35;0.27;23;2800;27.8;77.6
766763.96;6284779.3;0.52;0.15;29;4160;32.7;72.8
766762.94;6284779.92;0.41;0.17;54;3280;48.7;52.8
766759.67;6284781.53;0.51;0.24;36;4080;38;67.2
766756.18;6284783.34;0.47;0.21;30;3760;33.1;72
766754.24;6284784.34;0.4;0.23;26;3200;29.8;75.2
766751.5;6284785.74;0.39;0.14;54;3120;47.7;52.8
766748.68;6284787.28;0.04;0.05;58;320;41;49.6
766745.62;6284788.88;0.45;0.14;36;3600;35.6;67.2
766742.83;6284790.44;0.48;0.21;26;3840;30.9;75.2
766740.37;6284791.68;0.35;0.17;25;2800;27.9;76
766738.19;6284792.93;0.57;0.2;8;4560;23.8;89.6
766735.29;6284794.41;0.45;0.15;22;3600;27.7;78.4
766733.08;6284795.64;0.52;0.17;26;4160;31.2;75.2
766729.29;6284797.65;0.51;0.2;24;4080;30.2;76.8
766727.66;6284798.46;0.11;0.11;44;880;33.8;60.8
766724.25;6284800.29;0.5;0.06;41;4000;38.9;63.2
766721.81;6284801.62;0.36;0.19;27;2880;29.3;74.4
766719.12;6284803.04;0.52;0.21;26;4160;31.6;75.2
766716.24;6284804.58;0.48;0.21;34;3840;35.7;68.8
766712.84;6284806.29;0.4;0.08;46;3200;40.6;59.2
766711.2;6284807.17;0.51;0.12;26;4080;30.5;75.2
766708.65;6284808.48;0.28;0.29;9;2240;21;88.8
766706.02;6284809.83;0.51;0.25;30;4080;34.2;72
766702;6284811.75;0.54;0.06;42;4320;40.5;62.4
766699.59;6284813.15;0.41;0.27;16;3280;25.4;83.2
766697.72;6284814.13;0.49;0.1;31;3920;32.8;71.2
766693.4;6284816.43;0.49;0.08;41;3920;39;63.2
766691.99;6284817.18;0.44;0.19;31;3520;32.9;71.2
766689.32;6284818.58;0.55;0.09;24;4400;29.7;76.8
766686.46;6284819.94;0.4;0.23;31;3200;32.6;71.2
766684.17;6284821.2;0.54;0.06;18;4320;26.3;81.6
766680.4;6284823.22;0.53;0.1;21;4240;28;79.2
766679.45;6284823.77;0.36;0.09;30;2880;29.9;72
766675.72;6284825.76;0.45;0.17;35;3600;35.3;68
766674.21;6284826.69;0.44;0.12;17;3520;24.9;82.4
766670.76;6284828.28;0.47;0.08;22;3760;27.4;78.4
766667.22;6284830.23;0.47;0.18;25;3760;29.9;76
766665.57;6284831.05;0.39;0.15;33;3120;32.7;69.6
766662.13;6284832.87;0.52;0.11;22;4160;28.4;78.4
766659.14;6284834.44;0.17;0.26;21;1360;24.3;79.2
766657.62;6284835.12;0.48;0.13;35;3840;35.4;68
766653.72;6284837.06;0.43;0.13;27;3440;29.8;74.4
766651.87;6284834.01;0.49;0.17;33;3920;34.8;69.6
766653.46;6284831.97;0.45;0.17;37;3600;36.6;66.4
766656.27;6284830.46;0.6;0.26;22;4800;31.2;78.4
766659.03;6284828.95;0.41;0.31;29;3280;32.5;72.8
766660.71;6284828.07;0.56;0.36;37;4480;41.5;66.4
766664.27;6284826.17;0.52;0.14;35;4160;36.3;68
766665.97;6284825.27;0.51;0.19;32;4080;34.8;70.4
766668.91;6284823.83;0.52;0.13;34;4160;35.5;68.8
766670.85;6284822.71;0.51;0.22;34;4080;36.4;68.8
766674.12;6284821;0.57;0.14;36;4560;38;67.2
766677.79;6284819.16;0.54;0.08;28;4320;31.7;73.6
766679.74;6284818.13;0.43;0.16;30;3440;31.8;72
766682.35;6284816.77;0.48;0.15;35;3840;35.6;68
766685.35;6284815.26;0.47;0.13;33;3760;34;69.6
766686.96;6284814.43;0.52;0.06;42;4160;40.1;62.4
766691.13;6284812.17;0.51;0.07;33;4080;34;69.6
766693.06;6284811.11;0.37;0.26;23;2960;28.1;77.6
766696.13;6284809.5;0.5;0.14;39;4000;38.6;64.8
766698.26;6284808.41;0.47;0.16;39;3760;38.2;64.8
766700.95;6284806.94;0.48;0.13;51;3840;47.3;55.2
766704.66;6284805.01;0.52;0.17;47;4160;45.5;58.4
766706.66;6284803.89;0.43;0.11;41;3440;38.1;63.2
766709.49;6284802.47;0.53;0.15;36;4240;37.3;67.2
766712.11;6284800.95;0.43;0.2;31;3440;32.8;71.2
766714.49;6284799.62;0.44;0.14;48;3520;43.9;57.6
766717.13;6284798.21;0.48;0.19;32;3840;34.2;70.4
766720.28;6284796.58;0.49;0.12;30;3920;32.4;72
766722.57;6284795.41;0.54;0.16;40;4320;40.4;64
766725.68;6284793.78;0.49;0.13;36;3920;36.2;67.2
766727.57;6284792.78;0.48;0.11;41;3840;39.2;63.2
766730.84;6284791.1;0.46;0.12;44;3680;41;60.8
766732.94;6284789.97;0.41;0.19;37;3280;36;66.4
766736.07;6284788.27;0.44;0.13;50;3520;45.4;56
766738.95;6284786.69;0.47;0.13;37;3760;36.5;66.4
766741.16;6284785.56;0.49;0.11;28;3920;31.1;73.6
766744.38;6284783.8;0.45;0.22;49;3600;46.2;56.8
766746.94;6284782.43;0.39;0.47;40;3120;41.4;64
766749.31;6284781.15;0.45;0.55;36;3600;40.9;67.2
766752.17;6284779.6;0.46;0.42;35;3680;38.7;68
766755.11;6284778.06;0.42;0.09;24;3360;27.7;76.8
766757.23;6284776.93;0.46;0.11;52;3680;47.3;54.4
766759.02;6284775.95;0.36;0.14;45;2880;39.8;60
766762.85;6284774.04;0.43;0.12;60;3440;53.9;48
766766.17;6284772.29;0.5;0.16;38;4000;38.2;65.6
766768.4;6284771.11;0.43;0.2;49;3440;45.4;56.8
766771.44;6284769.46;0.44;0.15;41;3520;38.9;63.2
766774.46;6284767.88;0.46;0.47;40;3680;43;64
766777.09;6284766.46;0.37;0.52;25;2960;31.8;76
766780.06;6284764.84;0.51;0.22;26;4080;31.5;75.2
766781.73;6284763.94;0.4;0.11;51;3200;44.9;55.2
766784.26;6284762.66;0.49;0.18;42;3920;41.1;62.4
766787.76;6284760.91;0.52;0.14;22;4160;28.7;78.4
766789.86;6284759.81;0.44;0.15;48;3520;44.1;57.6
766793.25;6284758;0.49;0.15;42;3920;40.7;62.4
766796.19;6284756.47;0.46;0.14;50;3680;46.1;56
766798.49;6284755.25;0.51;0.13;50;4080;47.2;56
766801;6284754.05;0.43;0.21;65;3440;60.8;44
766801.56;6284753.67;0.35;0.15;65;2800;57.1;44
766801.58;6284753.66;0.28;0.16;65;2240;55.1;44
766801.58;6284753.66;0.28;0.16;65;2240;55.1;44
766801.58;6284753.66;0.28;0.16;65;2240;55.1;44
766801.58;6284753.66;0.28;0.15;65;2240;54.9;44
766801.57;6284753.65;0.27;0.16;65;2160;54.8;44
766801.63;6284753.6;0.23;0.09;62;1840;49.6;46.4
766793.08;6284752.41;0.25;0.27;19;2000;24.5;80.8
766789.74;6284754.07;0.48;0.17;33;3840;34.6;69.6
766786.75;6284755.74;0.43;0.16;27;3440;30.1;74.4
766784.09;6284757.11;0.47;0.45;24;3760;32.2;76.8
766782.04;6284758.28;0.52;0.34;26;4160;33;75.2
766779.4;6284759.7;0.45;0.44;21;3600;30.1;79.2
766776.6;6284761.13;0.47;0.14;48;3760;44.7;57.6
766774.38;6284762.21;0.39;0.19;47;3120;42.7;58.4
766772.39;6284763.34;0.52;0.19;22;4160;29.2;78.4
766768.69;6284765.25;0.5;0.16;35;4000;36.1;68
766766.86;6284766.23;0.37;0.35;37;2960;37.3;66.4
766763.88;6284767.78;0.54;0.15;36;4320;37.5;67.2
766761.73;6284768.92;0.46;0.2;39;3680;38.5;64.8
766758.85;6284770.48;0.48;0.28;23;3840;30;77.6
766755.67;6284772.1;0.42;0.19;37;3360;36.2;66.4
766754.17;6284772.92;0.47;0.14;33;3760;34.1;69.6
766751.1;6284774.55;0.5;0.21;29;4000;33;72.8
766748.85;6284775.75;0.38;0.21;34;3040;33.8;68.8
766746.67;6284776.93;0.42;0.4;29;3360;33.7;72.8
766744;6284778.35;0.31;0.17;32;2480;31;70.4
766741.24;6284779.81;0.49;0.15;36;3920;36.5;67.2
766738.32;6284781.46;0.49;0.18;29;3920;32.5;72.8
766735.58;6284782.85;0.42;0.15;43;3360;39.8;61.6
766732.88;6284784.27;0.51;0.16;31;4080;33.8;71.2
766730.34;6284785.52;0.42;0.11;45;3360;40.7;60
766728.1;6284786.65;0.45;0.09;38;3600;36.3;65.6
766724.54;6284788.55;0.46;0.12;54;3680;49.2;52.8
766721.87;6284789.9;0.36;0.21;39;2880;36.6;64.8
766719.81;6284791.14;0.46;0.11;48;3680;44;57.6
766716.96;6284792.72;0.48;0.18;31;3840;33.5;71.2
766714.55;6284793.89;0.56;0.15;28;4480;32.8;73.6
766711.5;6284795.44;0.37;0.17;27;2960;29.2;74.4
766709.42;6284796.68;0.47;0.23;47;3760;45.2;58.4
766706.38;6284798.32;0.5;0.11;39;4000;38.2;64.8
766704.75;6284799.22;0.41;0.22;36;3280;35.8;67.2
766701.74;6284800.82;0.49;0.16;37;3920;37.3;66.4
766699.62;6284801.86;0.35;0.3;19;2800;26.2;80.8
766696.7;6284803.37;0.52;0.12;39;4160;38.8;64.8
766694.52;6284804.55;0.55;0.26;20;4400;29.3;80
766691.5;6284806.13;0.44;0.25;25;3520;30.1;76
766688.8;6284807.63;0.51;0.08;31;4080;32.9;71.2
766686.72;6284808.72;0.42;0.22;30;3360;32.3;72
766683.95;6284810.11;0.53;0.16;33;4240;35.4;69.6
766681.33;6284811.54;0.47;0.17;38;3760;37.7;65.6
766679.76;6284812.36;0.55;0.08;22;4400;28.6;78.4
766676.27;6284814.29;0.5;0.16;37;4000;37.5;66.4
766673.5;6284815.68;0.37;0.12;51;2960;44.3;55.2
766671.33;6284816.9;0.5;0.18;40;4000;39.8;64
766669.08;6284818.13;0.44;0.27;29;3520;32.6;72.8
766666.58;6284819.36;0.54;0.15;26;4320;31.3;75.2
766662.73;6284821.34;0.55;0.12;28;4400;32.3;73.6
766661.62;6284822;0.34;0.19;22;2720;26.5;78.4
766658.39;6284823.76;0.56;0.19;36;4480;38.4;67.2
766656.24;6284824.91;0.4;0.23;27;3200;30.3;74.4
766653.22;6284826.41;0.49;0.12;31;3920;33;71.2
766650.92;6284827.44;0.4;0.16;33;3200;33;69.6
766648.7;6284828.75;0.45;0.26;41;3600;40.6;63.2
766647.09;6284823.96;0.56;0.13;21;4480;28.7;79.2
766649.14;6284822.8;0.45;0.19;39;3600;38.2;64.8
766651.38;6284821.6;0.52;0.09;43;4160;41.2;61.6
766655.09;6284819.7;0.49;0.14;37;3920;37;66.4
766656.8;6284818.74;0.48;0.18;44;3840;42.4;60.8
766659.84;6284817.16;0.5;0.13;41;4000;39.9;63.2
766662.41;6284815.77;0.47;0.18;32;3760;33.9;70.4
766664.64;6284814.58;0.5;0.12;43;4000;41.2;61.6
766668.08;6284812.77;0.45;0.18;45;3600;42.4;60
766670.07;6284811.79;0.43;0.1;52;3440;46.3;54.4
766673.16;6284810.11;0.51;0.1;41;4080;39.7;63.2
766675.83;6284808.82;0.49;0.17;36;3920;36.7;67.2
766677.9;6284807.71;0.53;0.19;39;4240;39.9;64.8
766680.22;6284806.49;0.53;0.16;18;4240;27;81.6
766683.04;6284804.99;0.5;0.11;46;4000;43.4;59.2
766686.62;6284803.12;0.54;0.18;33;4320;35.9;69.6
766688.29;6284802.24;0.2;0.19;19;1600;23.2;80.8
766691.4;6284800.6;0.48;0.2;42;3840;41.1;62.4
766694.99;6284798.77;0.47;0.29;34;3760;36.5;68.8
766697.03;6284797.59;0.47;0.24;24;3760;30;76.8
766699.16;6284796.47;0.53;0.22;41;4240;41.8;63.2
766701.75;6284795.12;0.43;0.15;45;3440;41.5;60
766704.15;6284793.86;0.51;0.29;38;4080;40.1;65.6
766706.71;6284792.42;0.34;0.21;34;2720;33.1;68.8
766709.15;6284791.13;0.53;0.12;41;4240;40.4;63.2
766712.2;6284789.49;0.55;0.15;25;4400;30.9;76
766715.08;6284788.04;0.48;0.26;34;3840;36.3;68.8
766717.22;6284786.87;0.47;0.22;36;3760;37;67.2
766719.72;6284785.54;0.39;0.2;40;3120;37.8;64
766722.22;6284784.18;0.5;0.23;32;4000;35.1;70.4
766725.38;6284782.61;0.46;0.14;38;3680;37.1;65.6
766727.54;6284781.53;0.53;0.2;30;4240;34;72
766730.43;6284779.95;0.56;0.27;35;4480;38.8;68
766733.2;6284778.49;0.51;0.25;32;4080;35.5;70.4
766735.91;6284776.98;0.6;0.32;18;4800;29.7;81.6
766737.63;6284776.07;0.43;0.23;26;3440;30.3;75.2
766740.27;6284774.65;0.51;0.16;30;4080;33.2;72
766743.76;6284772.96;0.5;0.22;43;4000;42.6;61.6
766745.99;6284771.74;0.44;0.11;39;3520;37;64.8
766748.48;6284770.39;0.49;0.25;38;3920;39.1;65.6
766750.99;6284768.99;0.45;0.58;33;3600;39.2;69.6
766753.22;6284767.79;0.52;0.09;21;4160;27.7;79.2
766757.29;6284765.64;0.49;0.16;37;3920;37.3;66.4
766759.52;6284764.46;0.41;0.26;34;3280;35;68.8
766762.16;6284763.07;0.44;0.12;29;3520;31;72.8
766764.75;6284761.71;0.41;0.15;36;3280;34.9;67.2
766767.42;6284760.32;0.43;0.21;41;3440;39.4;63.2
766770.2;6284758.8;0.42;0.18;43;3360;40.3;61.6
766772.97;6284757.33;0.45;0.16;34;3600;34.5;68.8
766775.1;6284756.1;0.54;0.38;30;4320;36.4;72
766778.01;6284754.75;0.47;0.26;27;3760;31.8;74.4
766779.99;6284753.69;0.44;0.12;41;3520;38.5;63.2
766783.03;6284752.06;0.4;0.17;42;3200;39;62.4
766785.1;6284751.06;0.3;0.21;63;2400;54.7;45.6
766777.64;6284749.6;0.41;0.23;41;3280;39.3;63.2
766774.9;6284750.6;0.49;0.23;25;3920;30.7;76
766772.37;6284752.05;0.45;0.18;31;3600;32.9;71.2
766769.36;6284753.65;0.36;0.17;36;2880;34.2;67.2
766767.04;6284754.95;0.42;0.18;38;3360;36.8;65.6
766763.47;6284756.81;0.51;0.19;31;4080;34.2;71.2
766760.94;6284758.02;0.27;0.37;3;2160;19.2;93.6
766758.93;6284759.15;0.47;0.17;43;3760;41.2;61.6
766756.31;6284760.56;0.41;0.13;45;3280;40.8;60
766754.66;6284761.34;0.5;0.05;11;4000;22.6;87.2
766750.93;6284763.39;0.48;0.17;44;3840;42.2;60.8
766748.15;6284764.84;0.42;0.2;35;3360;35.1;68
766745.69;6284766.12;0.46;0.11;36;3680;35.4;67.2
766743.01;6284767.6;0.47;0.19;34;3760;35.3;68.8
766740.76;6284768.77;0.56;0.13;32;4480;35;70.4
766737.4;6284770.5;0.5;0.18;35;4000;36.4;68
766734.35;6284772.13;0.45;0.16;44;3600;41.4;60.8
766732.27;6284773.22;0.44;0.15;40;3520;38.2;64
766729.95;6284774.5;0.47;0.2;30;3760;32.9;72
766727.06;6284776.08;0.51;0.14;37;4080;37.4;66.4
766725.01;6284777.09;0.48;0.18;33;3840;34.7;69.6
766722.8;6284778.23;0.5;0.18;36;4000;37.1;67.2
766719.95;6284779.77;0.48;0.13;38;3840;37.4;65.6
766717.73;6284780.92;0.46;0.21;35;3680;36;68
766715.7;6284781.96;0.52;0.15;38;4160;38.4;65.6
766713.33;6284783.19;0.41;0.19;15;3280;24.2;84
766710.32;6284784.88;0.5;0.14;38;4000;37.9;65.6
766708.5;6284785.94;0.43;0.17;51;3440;46.6;55.2
766705.77;6284787.29;0.47;0.14;43;3760;40.8;61.6
766703.5;6284788.51;0.52;0.15;28;4160;32.1;73.6
766701.45;6284789.62;0.51;0.12;42;4080;40.7;62.4
766697.82;6284791.4;0.56;0.2;29;4480;34;72.8
766696.12;6284792.43;0.46;0.29;32;3680;35;70.4
766692.79;6284794.11;0.51;0.1;39;4080;38.3;64.8
766689.99;6284795.5;0.46;0.31;35;3680;37.2;68
766688.22;6284796.49;0.5;0.12;29;4000;32;72.8
766684.96;6284798.25;0.49;0.15;44;3920;42.2;60.8
766682.8;6284799.35;0.53;0.13;30;4240;33.2;72
766680.25;6284800.72;0.47;0.12;41;3760;39.1;63.2
766676.93;6284802.43;0.44;0.12;46;3520;42.1;59.2
766675.19;6284803.31;0.56;0.13;30;4480;33.8;72
766671.66;6284805.17;0.52;0.11;40;4160;39.3;64
766669.71;6284806.22;0.5;0.14;36;4000;36.6;67.2
766666.52;6284807.9;0.49;0.12;41;3920;39.5;63.2
766663.92;6284809.25;0.47;0.13;53;3760;48.7;53.6
766661.33;6284810.57;0.5;0.12;36;4000;36.3;67.2
766658.72;6284811.99;0.43;0.17;42;3440;39.6;62.4
766656.09;6284813.35;0.47;0.17;51;3760;47.6;55.2
766653.3;6284814.81;0.47;0.13;44;3760;41.4;60.8
766651.41;6284815.81;0.42;0.19;50;3360;45.8;56
766648.66;6284817.34;0.5;0.13;43;4000;41.3;61.6
766646.1;6284818.66;0.4;0.16;35;3200;34.2;68
766644.09;6284819.6;0.47;0.13;37;3760;36.5;66.4
766642.12;6284814.99;0.42;0.13;43;3360;39.6;61.6
766644.28;6284813.87;0.35;0.18;41;2800;37.4;63.2
766646.99;6284812.57;0.47;0.22;19;3760;27.2;80.8
766649.64;6284811.16;0.46;0.34;36;3680;38.3;67.2
766652.68;6284809.7;0.58;0.14;23;4640;30.2;77.6
766655.3;6284808.21;0.54;0.15;37;4320;38.2;66.4
766658.09;6284806.69;0.44;0.39;32;3520;35.8;70.4
766660.38;6284805.52;0.39;0.18;44;3120;40.3;60.8
766663.1;6284804.12;0.33;0.13;39;2640;35.1;64.8
766665.14;6284803.07;0.39;0.13;49;3120;43.4;56.8
766668.41;6284801.23;0.45;0.15;44;3600;41.2;60.8
766670.93;6284799.96;0.42;0.13;49;3360;44.1;56.8
766673.31;6284798.7;0.48;0.46;44;3840;46.6;60.8
766676.06;6284797.27;0.49;0.51;40;3920;44.3;64
766678.1;6284796.16;0.49;0.19;37;3920;37.7;66.4
766680.94;6284794.58;0.43;0.67;34;3440;40.7;68.8
766682.82;6284793.57;0.47;0.15;50;3760;46.5;56
766686.27;6284791.78;0.49;0.22;46;3920;44.8;59.2
766688.86;6284790.46;0.36;0.11;46;2880;40.2;59.2
766691.29;6284789.23;0.51;0.15;43;4080;41.9;61.6
766694.9;6284787.34;0.29;0.27;8;2320;20.6;89.6
766696.04;6284786.72;0.5;0.12;38;4000;37.6;65.6
766699.32;6284784.99;0.46;0.13;44;3680;41.2;60.8
766702.21;6284783.48;0.4;0.15;43;3200;39.4;61.6
766704.59;6284782.26;0.45;0.11;50;3600;45.3;56
766707.16;6284780.81;0.43;0.2;35;3440;35.3;68
766709.53;6284779.61;0.46;0.16;42;3680;40.1;62.4
766712.61;6284777.99;0.45;0.22;51;3600;47.9;55.2
766715.6;6284776.33;0.51;0.12;30;4080;32.8;72
766717.98;6284775.06;0.47;0.16;38;3760;37.5;65.6
766720.6;6284773.7;0.49;0.14;30;3920;32.6;72
766722.59;6284772.56;0.44;0.12;48;3520;43.6;57.6
766726.02;6284770.81;0.45;0.14;42;3600;39.6;62.4
766727.71;6284769.85;0.47;0.14;39;3760;38;64.8
766730.89;6284768.22;0.53;0.32;27;4240;33.6;74.4
766734;6284766.44;0.48;0.16;27;3840;30.9;74.4
766736.52;6284765.31;0.47;0.14;39;3760;38;64.8
766739.3;6284763.85;0.48;0.14;39;3840;38.2;64.8
766742.46;6284762.16;0.45;0.12;42;3600;39.4;62.4
766744.55;6284761;0.49;0.14;33;3920;34.4;69.6
766746.73;6284759.73;0.45;0.24;27;3600;31.3;74.4
766749.9;6284758.03;0.42;0.52;22;3360;30.9;78.4
766752.6;6284756.75;0.45;0.14;39;3600;37.5;64.8
766754.85;6284755.49;0.46;0.15;39;3680;37.9;64.8
766757.69;6284754.09;0.52;0.21;34;4160;36.5;68.8
766760.33;6284752.78;0.45;0.19;42;3600;40.3;62.4
766762.82;6284751.53;0.51;0.2;47;4080;45.8;58.4
766766.21;6284749.62;0.6;0.25;39;4800;42.3;64.8
766768.59;6284748.27;0.38;0.38;43;3040;42.2;61.6
